IMSI,EKI,ICCID,PIN1,PUK1,PIN2,PUK2,ADM1,ADM6,ACC,KIC1,KID1,KIK1,KIC2,KID2,KIK2,KIC3,KID3,KIK3
410022233344925,520ED46C1DDDFCBD6BE30437BDCF4F91,899222333444000525,8420,24259562,6835,35728809,72624291,73972156,0020,A1FC7AC34BF997A89120F834AF9D480F,6C41B56C655A84E2333079DC023F7CCF,3714A4F048EF5FBE719DBB30D502C499,3BC1878655A731AB5F805DA045256F59,BC09B15DEE1C593F652A1A614DDE44F6,A52FC2D92C0822455144CEDD239DD635,376C1A6E522AA7043C5849906A683208,E65F6AED946661ED91F7AF6E354A2486,F5085DB725C60E05968904A82DAD2304
410022233344926,35B57FA476656133B80EF719AEB16A1E,899222333444000526,4733,57006757,8145,27001976,32491668,97378703,0040,A00F363CB95699C0C26DE4E7DD1368E7,A19A7BF0435507AE57109FB3156E3658,359453F23CE5B0C5C2888793F1C6602E,ED76E8038FBCDCDB6A154EBD5A4A643C,F8E31E66A6C5B2CAB9D313BFC316ECCA,70B83D1F3C7AA1B62ACF46486BDFABFF,8B89D43AAB1CFB0853003EFEF51B17DC,8704AB7581A718860F162DAD97229F35,FADDFAFF0D2A817570FEFCB801F764E2
410022233344927,FD27BBE5690C0E199DBFE5A76439F75A,899222333444000527,3803,48952110,8543,51657519,31724432,79285253,0080,8C63F03223BE4EC49BB45865330BBA3E,45AEB1C2B2B83F3D773FFF5B49D83E0D,A972A64EEE91C144D69451D6AED85218,D9E520DAF3545105439869FDBE20A2EF,8CF2052A31474F388B8EA21FBC5E66ED,48FA3A406CFDBB29C826449CAB87D7AD,6A54606EBA53BF29A278F532BDE2F637,44B5D4429A386A45F9ACB8629381151F,500B051F91C5AC15657BEC22B25BC673
410022233344928,66EF6E9068CE5859F11E3745222689E1,899222333444000528,3708,65506934,7154,31176264,20888064,12561395,0100,87D0C3A188E9112B342522C21AD39704,8F6061115DFFC22F607D021F157CC4EE,5C036B818AD950712BFC6EABC7305771,DA7AFCC4CF7FA110518C38C5E54EF9BE,AF15BE0EFED7B481AAB171534AD33831,AFAF5F0D715968ACBB627B8B1A6A7AF2,7B3991EF07B906291674D7750E41F020,B87D3124689BE612E29C925E630CBEE9,92D47F6880625F1E45C31050C7CCAC94
410022233344929,FD0225CC9E0C13BC3A0AC932D5B65749,899222333444000529,2658,97029081,9616,87738348,77653026,75956225,0200,28971C8975974F7E82CD4528D99EB913,4C95738C7DD0EEA135B2A3B93021F59C,BFFD0C469B9BC67D036E4DEF04AC8C85,C9B142C4011767663CE021C58494BD99,C969ABCBD3449CCB8515FCAC3E2978B7,62781731CDDEC58423C33775A249C801,4A9488A02D69A91523358EF5BCAA8F44,793D9519015B1AC9FCE03BD6F709F3FD,42259C420B4A55F9DE0D85D9CED045B5
410022233344930,5FEC4D6483EF36DA1DBFD394F603268E,899222333444000530,1866,56235683,2557,23688991,84196320,17537068,0001,8B23DB92AD9FA6968082F191075AC0FD,424356CC29DE6D89F6227D74909C2FF2,D25C7652741D2C878C238F4BD0F8D4C6,79F5058EF94886598D949A71C4CDCC2C,B6043D99534EE761AD51812958C23F4F,41AC61ECBCB07AF34DE19B1342F9B183,DFDFD2DFAAD001AECC92C03E748259A6,9B64C54F6EA5D43431B19FD5A5C00336,78B66900C6B2FB8ABE9A77B5E5E793AD
410022233344931,70B1F61640CBF938545674236ED21BED,899222333444000531,1648,51992753,6329,63898929,61840632,58042899,0002,5962A5A666DB49C7F8917CD3BD106713,0687389AE75B412D194F964A517CAA02,68239E9A3118A7554AF5D4E3CA90F87B,7584BA3BE18FB12D8E8BAF7E9806B930,749DDB8F1BCADFEC46B57F9433A29D3E,003597F684EEA6F74F22DB6D60EC2D31,6DB1063E377F5932562DA4C89EC4D6C2,1D518E9C0F6B535D4ECEF4FAF143294C,E68D2BB2801236A26055F4E65E7A4257
410022233344932,4308B0EDD44354353E195AAA2336FADF,899222333444000532,3527,51293732,1524,35425957,93270225,11490592,0004,B1FEAFBA8433E1FC0F48003E6333C2C3,60B3F2EA40FCAE7931F1070ABA882076,DEFD71866F7306FC8BFB2A8E827FF00C,0441B5AF391E0A31B43F3C9664E296B6,C5C4BBE38FA26904AF42C6783AFB8C18,0423E2E9E09722B28BAD86EC23BA725C,B314BDEADA15D799E6FBE2FC7D99845F,BDB866FFE6483F0697AB5521F7A091C5,7F547E7D1C2C1103C77052745ED80FA9
410022233344933,7EC71155BC02F3F849345C14DEE97A4E,899222333444000533,5793,59190925,8554,68884890,24965204,41844899,0008,90263D3CD3AA58EE292F06BFBD5FF8C2,C88EB0B1114DB4C543AEDB4F1655196A,41A8CCBA489C44BB09CBBDD97709213F,1072E2AD5B9CEEACE301A7AF1069F588,E5C4B4D75B7D52795E375B10F07B7221,1D2A72EE8F75BF9BE6310254620F4065,3C37396C9904C43EFD3F0AD49C996CE7,FF355FCEE2A16D055BD7B556D25365EA,29C0BC5768035420E8B5150AE248EA93
410022233344934,1E0E5E41193CDB4513F3CDF8A3548D0D,899222333444000534,5330,42733692,5892,78985213,21564825,45320569,0010,BE3EBE254398EA9AF616D5F74E07E7D9,A657FA0F373CB99A3B6C91364F60C1F7,AA285E0EFB754607A9CC7BE84E5E4AEB,FC3912636891DACC86B218D47189070F,E722AACB1348C20FBBCC04D3FD6592C1,217CC051FDF0EE85A9FD6A1B564965AB,D11CCF53FEEF62B90311018B2A79FF58,D2679D90049D4DBBF80BCC642E7B0180,405E8496A7CD1CC67BDB06355E21F227
410022233344935,FD93C435915C37892E18191D22A7ED53,899222333444000535,7253,12976483,3061,68145307,22913289,63391291,0020,CEEBDC3CF5514AFDF8BA9C16A4807170,72AE540A4D7F297466714CA9ABE626BF,FE9B9F05E0DCFBB6A998A6983838E75E,12C8278CB61D4A4C96452631188A1B00,6E3580CBABC085C084C1C5825FF28E68,AF72EC34871442ADF18E670761143925,63B505ACCAFC185662747510DC1172A7,A5A0617C2BD21EC436B825D879BF366B,26D0C4881EEBD4E46D733509795A0BD8
410022233344936,2E9BD9FC86CB2C023CED012A0C9A3996,899222333444000536,6092,52587374,1529,82186675,97291827,73747618,0040,2F27CD2254E8FCF5440435B3F30384AC,F0C996F39F210B790E77869562C099BD,9072489076F4B7C35A6EB38188F01A8A,6149F403C22E38A59E76608EA03D09CB,BF9340A229410F15D0F5830737484154,20F6A55848AF1F87B137C2591374FF3F,A45B912D2036753D7F707C33806A08FF,BFE74A24CC1D5C1AB5A3E934884D48A8,2D59FB208151841BFF9C5268F37DFE20
410022233344937,40B29EFB801A4C2D223DF6C1A2D08E49,899222333444000537,6583,42393804,2335,95795580,69308963,29270366,0080,2577273551A749A39853DCB1EB02DF30,B9F04AAD651D21A08066DEB4D1ABC502,5C78BCB24D06F0BC51A7BDB8BDC52326,2BD6676F704EB318B9483F56A0C32999,BF7EBF0E2B1C84D6841CE76F7EA5B82D,E91A3D0C41E9B96CFE60EDB850847048,782DB135BAE2DD34E6CF753E8D0A0A7E,884CAE11074772BABDE8B99DB0AA8937,47257B703B58C8F36D0ACE7FFB127FC0
410022233344938,9E0EB7E6B127A7EA027D79A010DD4D04,899222333444000538,3240,34458692,6819,12668818,15650952,47559084,0100,98E37C450B9BD856010772953A72181A,0EF632F0CE1BCE2E69149B6638071238,AA10305AC41D0A5A029D02E846DA5C84,A3642DBF7D251547B2BE5E84FE106901,9E85CCC40D877805A941D90A6BC27184,C8DA3517717D33A687DB1CBADB3E2EC9,09F1BD97ABF3C013316ADCD8AD4E5585,1F5961DC27598D3A12740AC828FCEC7D,2868DCC57C3BD0EBD7FF2AB143568E64
410022233344939,BD802ECA977517C39E99B5FAA38AEE0A,899222333444000539,9476,42071748,9330,31659176,23747739,37214322,0200,573601359502BEE3BF49063E89F5F6E3,F58CB2EE24C39868F4D7220853170A5A,D1B5585C2A85192642FF179F9C2242BC,85972B1F3E047794EFA190E41C2B529B,3A36B3ABAF7ABB83A658626F44F709F0,90F937138B66BD3E992ED8A3039C51D3,4E37A0C5FEE89790E86C871A85FB3386,6A0A922114688058DA2A9DF4C503CA3E,F9E60B5638F8B31D8344EDD715CA5FDA
410022233344940,658DF1052B05F51A3476C1EF4F7AB1E9,899222333444000540,4498,45862613,2979,21661490,37591652,12003122,0001,C7C79551361A8CF1487275855191B11C,0693F463896BEBBD5A859CF634000136,78DAA3D8B38C8582F175B29DC22C0921,0EB34740549D9C5740C881762EB72198,435D6EE74A5A5FA13E042B4242EA0726,EE8AD119C19EBAF7554E252D52CFA9A9,AD256D42089F0E2BF57106FC21E3EC90,4C971E3C853A32E103282E149FF2D345,595AF13C0E42F15972C1DF629688C17A
410022233344941,7B4AAC8929BB6CE93B747533BDD27B57,899222333444000541,5313,66785572,7480,76582051,95857603,88743879,0002,268B603BDC1F5927B0FD44962965E026,EF236F3685575FA60349F2CD9C7ED083,549F48E5940F67225CB77DDD88DFE98C,BF029ABC6D2DFB134084A2ECA641392C,2C6EE1A8C5BC6A1F1783A8AE20FED46B,77C2541151ACE0DEF82F1456259D96AC,83EFBFF0E2468A9C75521F8EEE2F85FF,F67760FE0480B414F24A35A16C9448B7,45A9AEADFE6BC5C7F29A8FB962AC24F0
410022233344942,34542CA8651085712B9720C8317E9DC3,899222333444000542,1321,42686108,2098,98129119,13856668,11756562,0004,228EFD616180C9524E93BF2AF0049069,5A0A9AF4D3BF9CAF10C1CE4CD74F8593,A425E56973DEEEDAF57DFDC8052552D6,3A20ADD40F3EB18837BB7E9283AF170E,3218FE377E36DCF9B43795CD075C0330,D0D4110F655E0FE8F4058BC85CBCD3C1,8AC766F0589189E0E61CC16B5F95B121,04CCD95A3992172EF8C260F967EA39DC,071404EE2DB24DC5BFA86BFE60F89886
410022233344943,05374406E30AD75DB221B28B8A7C16CF,899222333444000543,6870,25033338,5881,63554022,24066554,85805825,0008,C34F1B36D3B73CAD3F7211D2EA0D9314,E6EAA4F50563A7D26F50395E990BF407,329D2BEF34093D71BD05DF8B83521CA4,0BDEDC41FFEA778D68F9E90D8E09DC16,92DB3D4DDFDD169EB7ECEA33FAC6D405,FC38DDD3C60B89E29C61F1118EB00D28,E8237303D05803BDD7C57C02EE9BDF7C,8D454F61D2DC82E8F017A089A188E33E,B3C5EB70EA9A30A46987E6806D798226
410022233344944,44C65492519305F2A49AE3C2AB797FF7,899222333444000544,5177,24878675,2240,93371806,34647374,64847865,0010,303F09AAD68BE67142E515F13559D431,30F24994FD1C992B660B3FCC2C928691,1892DA29C5CA8F40901B984F3F302269,92CD6C0E55E67118018656FDD6A9638C,17560AB9B8BB48956F0144F22D29F802,55093B7F2EB7AD883FE857F60999B112,F0E8FD966AA63810D0A75818E92BF1A7,76BA6D33BE5E44E8F55028662EBDCF6D,898111E4AFFF52492D3C0998AD5C2308
410022233344945,77944AAC5F2B21B1C7F651F6E2E703B5,899222333444000545,6566,69850480,9442,38659470,66722532,71816076,0020,CBA8F9479EFAD949D05006443B53B72B,80CAE676F4E747912616B243E927A889,4C781BF95020CF59408E3A7A35955D01,A86D5D36554B9B30F6D80CBCE801F20E,01AB5EEF93DA506546CBDDF7D47637E0,A1DC4896CD92C6CA071F24E0DC458CB8,5C23DDACDED8E9342B8F04224F215075,82F6F402CEF7549BE156D3200C3A28EF,6027D24160C34856208DC5F2EA3A70B7
410022233344946,5F91BCCB4FE8F712C76931DAACE2FA1C,899222333444000546,4346,31863720,2928,91819961,20039899,21001067,0040,292DBCD3933F826B4C290B9BFA45326C,58C23C0A27A4A72CFBF56A6B8DF78DAA,098A25BA753C80EFB76A020448091E3B,2563D80F1895F43BFFF29C5BB676DEB7,E878EFE19E01622132F276F750E3A930,E61AB84137D81553E26E7E38201AC7AE,F21E8D60D7B7CC0180B10BB0F92E21F0,67993EC63841EFDECA741FAAD749C13E,0536B5DD5721D5EDF1339BDCAB42CE33
410022233344947,B823C515DCB42188FD4ED0820D4BDB12,899222333444000547,7457,31716177,7694,83572578,27589207,84788227,0080,92B7554EEE0E8A3365D288BD6B76A722,9918EDDE23329B75224E2136CE7ABB97,0D6973744EBBB0A571FF00E5F253004D,A87900703DAF213ECB698E74F0E3A977,D252C4A431CB62D6EA028D935E5CC6FF,1572B3FD96089D405A6D038546FF29E3,B7CA2890F25773CD31947E2F214B88CA,64E6A0F2A0A3E069D781C9366F92747F,A142A1A86D9073AF491D55BA5A44ECF6
410022233344948,FE00161818DBEECB21DF4E4661DDF651,899222333444000548,4816,35635596,7470,46247374,66648509,79750059,0100,1D7EDFC39DD314F75D01CD043EB71B96,06CCCFBB8AC6A7119893DE9C3B277F78,A502514043F69BDD36F719A9D4766353,BBD548705B6D7F7F5CDBB1A13AD6ACB1,EC814FA001006EE230BE83C0BC756FAB,7B323C0E8ABF9EFCDBCB7121DE229692,AB46357CBD62C653D24A6FCA9422C4C9,F0BF76EAB52BA4EB418BE25879AC7909,2DD4FE785424A3A20BAC3621DA453BD4
410022233344949,B96FD028FFA898180F9185A9FA0B765D,899222333444000549,5042,58948765,8013,84426059,95828049,43514741,0200,9AB340B1206953CA8CBF975CB9B904FF,5D3B336624AE7C0D86EB021FE91A9883,E0ACB5406E8EBC9DA5DDAE047C3A3C03,C5D42C94DA7E4746170D7EC57A7957C4,4419479F7F48C223068814E66D57DAD7,85CEE879C42E866BC099A3DE140C02F3,978D21EE6453900BAF816CB7F17BD0C4,8E1532C7F726BCB00E30E0AA53BE3BCF,4F5B5C35CC7F8AC019AE05090F5B1852
410022233344950,0B27845D83886E02417E014429F341B0,899222333444000550,6366,20904633,9343,58218563,29896403,74722462,0001,259C130D9569DC186742A3687747433A,BAE2669FEF3CAD04B8B7C5806BD53FFC,B7FA7FF8E803B77339DCFEE549A45F0E,C3D4C941E95EA5CE6CA982118DB76FC7,56B6377FF9EBB16E8656EC3C9690B5B0,18CFD23E836D02F2F5D5F9AE3223093B,A4DFB932FD447A9D818490C2B11ADE0B,A92FADE030C3C3869C9A8354D314C84F,5A1E32BEE3A0F3A64D95D271D43EAEF3
410022233344951,36173880D25B229834FE8DEC29BF36F9,899222333444000551,7242,33703869,2432,74743767,38600540,11845752,0002,E85107D9C6DB2E4E4907E97FC75EAED8,1E714F3FA9C5AC65EFEDF4D501E0090F,4F23C9F751E7F19F3E3CB20EB1F785F6,ECA5D72ABE6E8CC0B4FF199814EFADD9,F7CE9B8DD7D1E883167D630039940AD1,CF8B1C455449557FB6207E6F8E489C09,28CE45141CA1821600D8A62F9C13B949,2344C462B54099DE1299767B9B3C6C54,DB384000F6B89F64259AA6576D8B19F4
410022233344952,23EB7E6C2589D405C2CBFDE2416889B0,899222333444000552,3512,55921435,1827,15886371,59733001,69618253,0004,46FC738A0FA29FBB09FF1BEA08153BD7,CDFB6DFC520CA495B0C1861411052D4F,51DFB7137E5767F96BAFD8FF94FEC2B2,01283BD78A207A4223D1F6E28F8C79FA,409F0D15EF38D3A20D1A3618E5AC313A,40DD8BC172C44BFDF894A84092056292,676E6024CC569B9F65D2A1050B8551B7,15A2AC906B97F35B102E049AC8BDAB4A,9679B1852B22BC7042C04028AD14C98F
410022233344953,E296DCA49DEDDCB26AD2BF52179BA2D9,899222333444000553,6627,68611239,7575,37877346,14448273,70586438,0008,3D014C17529126B5A2E87210FD290E76,0213DC9F51A6B14473F30D3A5630DE57,B388BF62F702790A6B3B69B506BE3B83,B7E2E0B0F5079C53DD2DE8BAFB44ED84,77018CDBE0F6505B3D23609022F729E3,52324CB5A29EC1030D5701CE444A7833,9E5A149234326140A0AE909D6FD6F991,3B62E91E0F25FF3AD18D51488712097A,5F96BD82E82A2D7E3B3D1D368A743C15
410022233344954,A00388E98156442619735D0725E8AE39,899222333444000554,9303,68503071,9249,94533480,66617528,81041244,0010,958F20BBCF349D6BC0E37A701612A2C5,BB4DCCF41D4B3CCBC044CF94D35E0E54,7609A660A0C394CF452B153A5643DBA4,4A1DFA259B38B38E7B398BD6A8ED0E80,9D713C3B3D911C0F626F7E20A4730CE5,A5D4D3F8C319C2ECCBC0BF4BCA8F7C45,F4F00FF7C76E8CDEB6BCD7CEB84BD76D,2765E26622C35E58DAA7BA417E289312,7E4F10866D928E40F15915F054A3EEF7
410022233344955,23909B39357694AF55AAE935280AE97C,899222333444000555,1140,32232639,6535,49251041,54737944,67332019,0020,DC22971486929CC1C70F0C896782C565,12A408DF956E78602B6CB7422CD13066,1CF2A24A9698E7F2D4A289053D3502C6,CEB21C208B22025FC16AD7216063879A,E18624489098D3B3F03D5E7C1719C8B2,58C3E1D5C417560BA4616CD04AEA2E19,F0AC90E709FBA671EF1A1CD7D8063A6A,23C23424E685425A36DD6325F5F7D9BE,C6615F846B8B77188A34BBBDE237B66F
410022233344956,A6D160BFD3D226B9EE452095761FF3BA,899222333444000556,3647,30118063,9067,19529647,18142067,37613436,0040,35E0E9AC27045CB31219DD306D934FEC,EFDCED72009D924FC4232DD3E3B592AE,05B21FA94353C63462BC9DC89E307AA1,6365BD0BC97A93226ED19241007EAA27,FA4269144DF8C03CD213A9338289141D,8014C603AF2DE29603362AC562B9A44A,9E99E61E03B1263DE71867D7CF3936D7,5E29B46A3B9D79158D7433B2B7A61B30,4B5BA5A10E48A6865330803DC21327BF
410022233344957,55DC5DC42381F5DD3C66462BA5FBF9D5,899222333444000557,4828,54378926,3107,12493703,62846657,26810564,0080,8D55B8A7E9F2865CE0653FFC2BEE755E,431B78E18BF2115B01DC44357E464EC3,29F4E3485F65993BCC51CA08D83207D4,1D624C183D3DA00420F54DE03982C3AB,6D570A794D6B4E479013C04193BA315C,63CF8D803D7BBBB25C7C3E0471EDDA2B,F261015B0EDBE19E370CC818417FEFF8,7285735476D1DE0CDDBA64273104B70D,92B86868898650F9E460EF4DCC09EA0F
410022233344958,3D9AC115488A07969F83A7BC7FB18BAD,899222333444000558,4882,83243695,2593,94355833,90302077,76143926,0100,6B13A086CC052150F627C0157F45DBCE,C326BA74F1680CBD9AC9FE694C117532,2F683F0D3BE29163008C91BADA62F2DF,B15FAA977D3301C27003608E90E70FED,8542A1664507889675E433F592C9012D,358413D9EBF8C03A4FB06FED8A59A81B,45146B0132A9C4350C9DAD6EAAC9EDC6,BF714EB066B2126FC08891FC04069740,F00295567AA55D9D8518E509B04181D6
410022233344959,66B1A4F633DA38EA9B8C22DC5EDC96B6,899222333444000559,9299,21298711,1693,12265405,32590075,69300330,0200,1CF37599A50F9DC9E515FB890727A79E,612B7776BCC5C6CF040F00A84D2E52C5,397A51E35F3488227AED63037E0EDD3B,0D21CEC16196D9C267A42C22B317694E,274DADFC8A9927129667038A62C32A9B,46458FB6E7E9DDF45704E8177B44B0A9,154DA61F3306C266EAA7EFB24AC945FD,551FAE8C6D679DD5C2E8538961B6D738,A5FA5B0E4626BDFEDAC50FB2A0BD1054
410022233344960,A79BB401BCA678992150B2106C3BFEAD,899222333444000560,3631,30456708,2914,57330665,69081090,15959172,0001,F8C18B4269125E794015C8E75B7CFADA,DAA0CF5A70BCFBAFE20B80AC83CD1D9E,055536D25544D30D12A2E79A16B69072,90ED062E9957E7104D59DA0DC036154D,800C4725FEC8B36F2D10AF441C72B879,990FA163FC0A1945E04D93661BDCC844,FF748D339B9239FD1D9669085B289902,D313034EB443AD9AF276669A07301F08,F218328931C4D9EAC646F58BA49EE507
410022233344961,94037C7B01A0DBD4D8310D14276AE8AC,899222333444000561,7809,66964587,8312,11701425,30517726,70836266,0002,8F2A0A444CFDB72084B15D58D8E7D228,252E39601E6ABABB88EF696879C260C6,62588F7C2C6E596C7ADEA7C0702B9817,BD3925E6FC3106E73454A8EF93FFE7B8,49C1628F4EC30A9838B4DB1F36CAA3B9,3C675C0856D0661CED8200B74AC7B4B4,3AE5BFDDC3AA684CE8D0AAFD66758A1A,2BFB64C6A6E1528B492706BCEA0AF641,97A9B748AA539348FAFACA32BDBFDAB0
410022233344962,84AEEF7EF107EFC944BA743BF40C411A,899222333444000562,3526,95136933,6563,58146380,46648306,91357719,0004,23985A4151186131F3F03F18F0396E17,95B543DC9B8FD469EF212B79532EA1F8,14C9A4D67204FBFF0EA959CC1CA5EC53,2BA99BC25FF82EC540826C717B0C60BD,6E56118A8DD3947C4E719ED6FA0A835C,5F75898F97D225C3014D3A2E5BD57127,505C556C61F3E90D586BB44CC6BA6B5E,1CBE0F64C8255638F6095A126DA093D8,FF4815BE2B94931D4D2EAFDB3AD29108
410022233344963,297146A285D3D9B6E71E241F302E08BE,899222333444000563,2283,24158344,9602,18718186,28730469,59358525,0008,FFC533FB138E0422ED01DAF0A9C344DA,33425E05166D8287511C7DCCF05CB270,6D58C60E28A9D210A577415985E5CB22,123B8B8C4DB2ACD202B6CB8A9731CA12,8393C57BBA0E2BFC1ED08D2B34C9AC0B,B213FC3AE6AF28ABE240B082C72AC467,BBBB601A33638119DF4D6114CC2B85D8,F33E4FA80E67E0762E6765A891899AE5,F6C7B9574D70B9A1F142CCCFF47E3B49
410022233344964,144C90943DF9711A618D0F7B2D5E57CE,899222333444000564,6570,47669369,9751,67282080,57959386,31465669,0010,6CEFE4A7A8EA48A50D25069130A7FA68,1CFEBAFB78F3BEB84B55DA5FF5C052C1,0F2584080FB532DFA1B461D8C3B3D98D,8A5693D4E06E24D15B8946C62FCC8A5C,9B39F1433107ED3F445CE4C9AFFAF02D,4F15E52D2F1FF001E88A4B652109C8E9,80574627A8D8E3A6888905D50865CBC0,06ECE4A4304311083B4239013375C7D1,0BC71F7A9FFCE16EE74D1255388B4400
410022233344965,301DEC07FF0FF718F626860A83641D4A,899222333444000565,9245,95802642,4399,91657779,42172780,93410582,0020,B73A2F334C3D7BAB4D10E269549D0119,9FC52DE1AF2210C258B5683684DB9B4F,EF10F4F8008166BF137A3D304DD169C9,2942DF0F8E088479ACEC6BAC3C3152DC,CC1D6841D9079CE5BCBE2A11F7D308FB,B81B6DEE3F880DBD36A4CC3B31100099,78B04D76A4B9C5F19B341E7AC621D5E1,5F662301F26701D64F56D7F23D3CF94B,F6AEFF8DE55B3CAA7399D1357D11B3BD
410022233344966,4E6E864F9BC628BBFB4530DA553135E4,899222333444000566,1579,68119192,9609,14564938,36453928,74894249,0040,EC2B15E4B3CC674F00A85B0B73F10BA1,B1744AD80D25447FA1543543E16E8F13,4291B02107855696A80C513AADA1070C,CAD9FA60DA93770DA268569D0D0C52A9,B8C48908118E5304534FAE58F8749819,DBE943912AAFB61849B630A4D44882CC,D03171845162DC331B794BC4F23A7854,6A797C24678F3525621BD5E10936B144,FF3BEE49B9CABC574A462E5C7300C344
410022233344967,CEF935CA1D4BE9C1D9B8C465B94B75D1,899222333444000567,2201,94177238,1845,26284764,93131546,35258441,0080,7CE288F17CEF5EB4E1CC65069CFF8BE2,DDE429E8A0B9035FFB0EB5A2F42C4543,439C132135F85057AD4E78F0D569C6E6,AC99E094356C585E9C139B26CEB85040,4286298C3713D728F441A48E32541C63,91DDD709B8AAF441DDBD190938FBF218,8A77D007BC14BB0F7D0B4FB6338BA7D2,85C4E8C28E865B58C93D1AD5798565E7,6B8323E0525E3B7ECC23E6D1686E3363
410022233344968,21FE62AC4AC2FE0BBC864546CFFA1CC6,899222333444000568,3393,27797179,3514,68660248,17595724,40383094,0100,BBDD90E62A52610447F4F04EE143BB21,45C11C910271009C30DAFB40C2DAA441,197221785E823CCC2F521959D58A6B44,4537AF26DC0DCF665BE889613E0266E3,C936D8F92C833C50CEC14D10307C47A7,FF6D62E284792AC9D5EDC2EB2A33D9E0,3985C89C5123625F9F5D24A1C9033573,18E2513639D1332D2C52A6423252CDBD,BAC653F7670D6A801DBEC05BF7360A83
410022233344969,57B754C8E79904869C392B2A08002115,899222333444000569,1313,95683188,2675,93649738,83481023,72099604,0200,E54A7ABF13254DFA955720E3B176549A,3087AD891997FA77CA1AFEA092880948,559ED57D26D49833AFE79404E052C742,BDEE25EC4E214194B90B563C147E00B9,0DA9402A4395F020BDE7F4360C85784F,31855932FBD7CD8A62CE597D3DC5F50F,DB77504F11E68CC93AE45E81B6546BCB,E1B7D83EC91535BB7BB5901CDA00BC73,AA0E4D8CE3518C9C922E3DED0993CE36
410022233344970,21CB071956D0CB7B86A533BC082E82D5,899222333444000570,1552,86734492,3747,18699953,22810690,38793221,0001,BD54141208C64DAB36949BE2A075465D,D227F40CEA14143D05822182B8759A6B,14EBBE6439EA0948CF255551E77913FC,0653C43EF9053E181F97DD1B52E1E5CD,E964689D690A761FB13D03E17A6AFB20,93FAC61121FED5D49EB7985C86A46827,8CAF8DEE19BFDFE3282E3894E3383452,1CBCB51C36813AEA7D57C5C072124273,ED4DBDBA802A4B4A956B80FB11E01757
410022233344971,46A02AC9CD701A390FE961BB5DC4BA84,899222333444000571,3924,61627956,5100,45215028,59752834,29233630,0002,AAAECA18CB04CF344DCFD21DFFFE0096,84063FB12E63C543C751252279787C62,8D8932EFBC14454A5CFDE9DCF0A7A67F,BEC13371C5D9E773E6D0098DB6E4C578,267CCCAE5883B2FFB80B303DA83B28A0,E2F842E739CFF19332B69446977767DC,A3AB9CD4E97E9C78AA4D9F70038708E3,C0C72960AC43CE2404605EF998D2B9ED,E67B890C6629AD55DC7C394D280CC654
410022233344972,71ECB477BFB23120D9961BEEDCDAFC83,899222333444000572,1201,18566463,4813,71236430,52926749,62120007,0004,94B2BA69C316C25D70945701FAB8B3B9,789A9E8FBBE53CAA476615B0358075AA,2312D08A92B5DF5C6AD24F4979386229,82190C9DCC7D6A3930F9EF8307EF2D3E,992EAAB7556F903EFB3B572F215F7A53,24D472A10382C246265D2AD8B44A3A09,A67DEBE61782A18406243937D11F7AD2,C34745CD8343D4D332DA33F82AD2EBA8,C4B3E0F4B0B458644C42269FD5445741
410022233344973,A1D38266F6B08968B3C3923B275FB83D,899222333444000573,3900,24544532,4248,12895273,63948387,78175217,0008,CDDE3FB959420E16725CE61F7AEDDCDA,9D1333A69164CB44598F1B3C01C7BE5E,A524B59F01FB2361D2C8CEF9EC4F89A1,E295AAF4ED3FCB08DB4F20A624E18895,B8456872B09288EF20563146758209E3,F3A3CE8EB6AF69CD98B706EC56EDBAA7,842A654A832AAF35D2EEF668796C9CD4,BB71606F700EED02A5C02836FEAE4A71,E89B664CA6EAFC00D17CCCA6B40BE45A
410022233344974,33BDB84A512CDE0070283C8D4B40EE1B,899222333444000574,8899,63829187,9441,43972864,16349245,50612275,0010,38BC40B68F9C22C728EAFE81AE366F63,66949B982C7424C28F79502EA30CDAF7,2412944166525EB749D395EA84CFD966,F37111A50F2854B23E62F3AEC6E1734B,8D4FEED1C53F66A5076D79FBD1DFCCF7,3CF79E298CDDB0AA5FAD42D7BF5A3B21,2B5055C6CEFF22C349EB2A85B9CCE3CD,D785848AB534D0311338149C288F341B,7051A3B2A435ADB842AF7325336D844A
410022233344975,D9195DFCAF3BD89140C61CBCDF70B37B,899222333444000575,2849,80295488,4969,51994161,13119842,96813040,0020,CCD79850B89F6E8D049420548E6692DC,214B974341FE677F127D8E31694D7C08,1DC5F07AADF048FAB0203301CBF71E15,9F365C054CA3D61C5F4CEA64E98A5CE2,3AA71F06AF8BCAA71A10322730732B5A,A279C49EADEFF3F84479FBE2858694CB,A850212A75D352BA0BB9709435A0548A,F1446429E3C209181F94BC7DD89D3E9C,28C75E383E6ED346C0AFE60A35DEBB81
410022233344976,25788AFFC68B3A060968867828B6961C,899222333444000576,9598,10648509,3727,66672072,54818559,26452445,0040,964EF1E7C6CBE056E74537CE14781BCE,5A92E13E3D3C4B12F3415CD4C0B948CA,A12D29DD4D195A5C96E864F326B92395,EBBB24837B172A41A88C61945D670F82,7707A585C7D611751F6D2238ED56D912,F833AFDB0B7AF25EE47C93E92175120B,20FEF80138CC887764D12C5830AEE095,A2B087AC9CFD8ACF149228950E29AC13,BCDA90C01C8F99F09AC2A19CF2200806
