ICCID,ICCID1,ICCID2,ICCID3,ICCID4,ICCID5,ICCID6,PIN1,PUK1,PIN2,PUK2,IMSI,IMSI1
899222333444000566,899222333444000566,8992,2233,3444,0005,66,1579,68119192,9609,14564938,410022,233344966
899222333444000567,899222333444000567,8992,2233,3444,0005,67,2201,94177238,1845,26284764,410022,233344967
899222333444000568,899222333444000568,8992,2233,3444,0005,68,3393,27797179,3514,68660248,410022,233344968
899222333444000569,899222333444000569,8992,2233,3444,0005,69,1313,95683188,2675,93649738,410022,233344969
899222333444000570,899222333444000570,8992,2233,3444,0005,70,1552,86734492,3747,18699953,410022,233344970
899222333444000571,899222333444000571,8992,2233,3444,0005,71,3924,61627956,5100,45215028,410022,233344971
899222333444000572,899222333444000572,8992,2233,3444,0005,72,1201,18566463,4813,71236430,410022,233344972
899222333444000573,899222333444000573,8992,2233,3444,0005,73,3900,24544532,4248,12895273,410022,233344973
899222333444000574,899222333444000574,8992,2233,3444,0005,74,8899,63829187,9441,43972864,410022,233344974
899222333444000575,899222333444000575,8992,2233,3444,0005,75,2849,80295488,4969,51994161,410022,233344975
899222333444000576,899222333444000576,8992,2233,3444,0005,76,9598,10648509,3727,66672072,410022,233344976
899222333444000577,899222333444000577,8992,2233,3444,0005,77,4499,72721322,4049,17638276,410022,233344977
899222333444000578,899222333444000578,8992,2233,3444,0005,78,4307,59719119,3015,60686320,410022,233344978
899222333444000579,899222333444000579,8992,2233,3444,0005,79,5497,95776428,6343,57185613,410022,233344979
899222333444000580,899222333444000580,8992,2233,3444,0005,80,9490,22678060,7613,87221278,410022,233344980
899222333444000581,899222333444000581,8992,2233,3444,0005,81,6357,92937542,5544,91815547,410022,233344981
899222333444000582,899222333444000582,8992,2233,3444,0005,82,4564,99147506,4487,66525278,410022,233344982
899222333444000583,899222333444000583,8992,2233,3444,0005,83,9117,13836084,1058,11443661,410022,233344983
899222333444000584,899222333444000584,8992,2233,3444,0005,84,4864,71420050,3042,96259756,410022,233344984
899222333444000585,899222333444000585,8992,2233,3444,0005,85,7975,65795260,3589,87574460,410022,233344985
899222333444000586,899222333444000586,8992,2233,3444,0005,86,5888,58290734,7807,66145662,410022,233344986
899222333444000587,899222333444000587,8992,2233,3444,0005,87,9882,87558445,2990,78983924,410022,233344987
899222333444000588,899222333444000588,8992,2233,3444,0005,88,7658,61742075,1144,48654306,410022,233344988
899222333444000589,899222333444000589,8992,2233,3444,0005,89,7939,55652896,4395,21054914,410022,233344989
899222333444000590,899222333444000590,8992,2233,3444,0005,90,3375,72280753,9125,54239470,410022,233344990
899222333444000591,899222333444000591,8992,2233,3444,0005,91,2334,55587197,8142,45218572,410022,233344991
899222333444000592,899222333444000592,8992,2233,3444,0005,92,2531,39886473,2553,47114627,410022,233344992
899222333444000593,899222333444000593,8992,2233,3444,0005,93,4715,30545684,2281,32087586,410022,233344993
899222333444000594,899222333444000594,8992,2233,3444,0005,94,9292,31359409,1233,12342131,410022,233344994
899222333444000595,899222333444000595,8992,2233,3444,0005,95,1271,42418730,4236,62458968,410022,233344995
899222333444000596,899222333444000596,8992,2233,3444,0005,96,2438,32955363,7854,62774667,410022,233344996
899222333444000597,899222333444000597,8992,2233,3444,0005,97,6592,94212544,5468,73194900,410022,233344997
899222333444000598,899222333444000598,8992,2233,3444,0005,98,2985,59290280,1785,75096334,410022,233344998
899222333444000599,899222333444000599,8992,2233,3444,0005,99,8801,94536270,3990,64758540,410022,233344999
899222333444000600,899222333444000600,8992,2233,3444,0006,00,3486,84221993,1520,75573667,410022,233345000
899222333444000601,899222333444000601,8992,2233,3444,0006,01,6376,47660978,6665,64128807,410022,233345001
899222333444000602,899222333444000602,8992,2233,3444,0006,02,5522,82095668,6008,34406403,410022,233345002
899222333444000603,899222333444000603,8992,2233,3444,0006,03,8666,93187640,9268,80789510,410022,233345003
899222333444000604,899222333444000604,8992,2233,3444,0006,04,3242,47878192,1186,78249210,410022,233345004
899222333444000605,899222333444000605,8992,2233,3444,0006,05,5943,60931556,6326,49052877,410022,233345005
899222333444000606,899222333444000606,8992,2233,3444,0006,06,7807,99288164,2502,98730442,410022,233345006
899222333444000607,899222333444000607,8992,2233,3444,0006,07,8513,90041739,6819,77503915,410022,233345007
899222333444000608,899222333444000608,8992,2233,3444,0006,08,7458,87788361,8095,90378559,410022,233345008
899222333444000609,899222333444000609,8992,2233,3444,0006,09,5168,87847580,8531,72516338,410022,233345009
899222333444000610,899222333444000610,8992,2233,3444,0006,10,9792,95428290,3098,43944585,410022,233345010
899222333444000611,899222333444000611,8992,2233,3444,0006,11,7088,99822691,2932,83115622,410022,233345011
899222333444000612,899222333444000612,8992,2233,3444,0006,12,6803,34038398,3221,88599404,410022,233345012
899222333444000613,899222333444000613,8992,2233,3444,0006,13,7461,20238508,5603,70973215,410022,233345013
899222333444000614,899222333444000614,8992,2233,3444,0006,14,4813,63282395,6885,82426891,410022,233345014
899222333444000615,899222333444000615,8992,2233,3444,0006,15,7340,26921116,4540,67288295,410022,233345015
899222333444000616,899222333444000616,8992,2233,3444,0006,16,1576,80066891,2282,39159232,410022,233345016
899222333444000617,899222333444000617,8992,2233,3444,0006,17,9119,31978728,5339,51423167,410022,233345017
899222333444000618,899222333444000618,8992,2233,3444,0006,18,1922,99869572,6884,42380780,410022,233345018
899222333444000619,899222333444000619,8992,2233,3444,0006,19,5802,65999531,8023,83320449,410022,233345019
899222333444000620,899222333444000620,8992,2233,3444,0006,20,5151,60240285,3853,44176086,410022,233345020
899222333444000621,899222333444000621,8992,2233,3444,0006,21,9054,42223882,5499,20542173,410022,233345021
899222333444000622,899222333444000622,8992,2233,3444,0006,22,8640,51362575,2637,13191538,410022,233345022
899222333444000623,899222333444000623,8992,2233,3444,0006,23,3860,16194368,9001,56392835,410022,233345023
899222333444000624,899222333444000624,8992,2233,3444,0006,24,9248,16583219,9972,68881408,410022,233345024
899222333444000625,899222333444000625,8992,2233,3444,0006,25,9709,48668597,6701,71607257,410022,233345025
899222333444000626,899222333444000626,8992,2233,3444,0006,26,5225,11274465,2348,68849725,410022,233345026
899222333444000627,899222333444000627,8992,2233,3444,0006,27,6638,58505282,9542,34238824,410022,233345027
899222333444000628,899222333444000628,8992,2233,3444,0006,28,3795,71450159,7521,56010724,410022,233345028
899222333444000629,899222333444000629,8992,2233,3444,0006,29,7315,70346981,2717,27527211,410022,233345029
899222333444000630,899222333444000630,8992,2233,3444,0006,30,4634,22427832,2839,52657527,410022,233345030
899222333444000631,899222333444000631,8992,2233,3444,0006,31,6849,46596702,9896,12232027,410022,233345031
899222333444000632,899222333444000632,8992,2233,3444,0006,32,6540,68843430,6061,26648866,410022,233345032
899222333444000633,899222333444000633,8992,2233,3444,0006,33,9043,91054561,4318,49830352,410022,233345033
899222333444000634,899222333444000634,8992,2233,3444,0006,34,8202,41342296,9136,70168198,410022,233345034
899222333444000635,899222333444000635,8992,2233,3444,0006,35,3176,47824567,6297,68163261,410022,233345035
899222333444000636,899222333444000636,8992,2233,3444,0006,36,4435,35563465,9165,94455422,410022,233345036
899222333444000637,899222333444000637,8992,2233,3444,0006,37,3237,13911282,9576,46805759,410022,233345037
899222333444000638,899222333444000638,8992,2233,3444,0006,38,5148,67390976,3534,51348182,410022,233345038
899222333444000639,899222333444000639,8992,2233,3444,0006,39,1526,69823041,1080,59637280,410022,233345039
899222333444000640,899222333444000640,8992,2233,3444,0006,40,3897,71718177,4748,70502698,410022,233345040
899222333444000641,899222333444000641,8992,2233,3444,0006,41,4625,18590168,5542,78714829,410022,233345041
899222333444000642,899222333444000642,8992,2233,3444,0006,42,2268,24963779,2837,55669345,410022,233345042
899222333444000643,899222333444000643,8992,2233,3444,0006,43,5957,62448189,1607,84613672,410022,233345043
899222333444000644,899222333444000644,8992,2233,3444,0006,44,5288,57822591,8081,37912169,410022,233345044
899222333444000645,899222333444000645,8992,2233,3444,0006,45,3971,45727453,4866,80076762,410022,233345045
899222333444000646,899222333444000646,8992,2233,3444,0006,46,6788,76511518,8219,55895797,410022,233345046
899222333444000647,899222333444000647,8992,2233,3444,0006,47,8765,92751623,1884,19724721,410022,233345047
899222333444000648,899222333444000648,8992,2233,3444,0006,48,2402,94016343,4783,68580939,410022,233345048
899222333444000649,899222333444000649,8992,2233,3444,0006,49,1284,77232504,3212,37874826,410022,233345049
899222333444000650,899222333444000650,8992,2233,3444,0006,50,6658,96769662,5437,24566086,410022,233345050
899222333444000651,899222333444000651,8992,2233,3444,0006,51,5126,82854542,8156,76633477,410022,233345051
899222333444000652,899222333444000652,8992,2233,3444,0006,52,1143,57302438,8497,77000967,410022,233345052
899222333444000653,899222333444000653,8992,2233,3444,0006,53,2681,79064540,9180,78165865,410022,233345053
899222333444000654,899222333444000654,8992,2233,3444,0006,54,6933,61056799,2650,45118738,410022,233345054
899222333444000655,899222333444000655,8992,2233,3444,0006,55,9194,76295558,5187,12196900,410022,233345055
899222333444000656,899222333444000656,8992,2233,3444,0006,56,6544,32618938,2672,54328911,410022,233345056
899222333444000657,899222333444000657,8992,2233,3444,0006,57,6303,11499251,4221,37094775,410022,233345057
899222333444000658,899222333444000658,8992,2233,3444,0006,58,4106,95697008,3899,73463602,410022,233345058
899222333444000659,899222333444000659,8992,2233,3444,0006,59,1870,73122406,6554,69079149,410022,233345059
899222333444000660,899222333444000660,8992,2233,3444,0006,60,6133,49736431,5867,59698134,410022,233345060
899222333444000661,899222333444000661,8992,2233,3444,0006,61,4665,36513381,5158,45566342,410022,233345061
899222333444000662,899222333444000662,8992,2233,3444,0006,62,9468,51111614,1354,17269207,410022,233345062
899222333444000663,899222333444000663,8992,2233,3444,0006,63,3922,87059966,2917,61037906,410022,233345063
899222333444000664,899222333444000664,8992,2233,3444,0006,64,1098,44008803,2830,63179025,410022,233345064
899222333444000665,899222333444000665,8992,2233,3444,0006,65,6399,64032609,9307,34737543,410022,233345065
899222333444000666,899222333444000666,8992,2233,3444,0006,66,5876,81792709,6792,50674589,410022,233345066
899222333444000667,899222333444000667,8992,2233,3444,0006,67,9460,42446052,6954,54471743,410022,233345067
899222333444000668,899222333444000668,8992,2233,3444,0006,68,3575,14577983,5747,88229837,410022,233345068
899222333444000669,899222333444000669,8992,2233,3444,0006,69,2453,71060432,7968,38670190,410022,233345069
899222333444000670,899222333444000670,8992,2233,3444,0006,70,6609,16966173,2195,43231676,410022,233345070
899222333444000671,899222333444000671,8992,2233,3444,0006,71,8525,93541596,8533,48900234,410022,233345071
899222333444000672,899222333444000672,8992,2233,3444,0006,72,8867,89084179,2905,51028182,410022,233345072
899222333444000673,899222333444000673,8992,2233,3444,0006,73,9599,18262745,9202,49891162,410022,233345073
899222333444000674,899222333444000674,8992,2233,3444,0006,74,6732,88791329,6406,58305769,410022,233345074
899222333444000675,899222333444000675,8992,2233,3444,0006,75,6308,19544457,3018,45722198,410022,233345075
899222333444000676,899222333444000676,8992,2233,3444,0006,76,5826,10107658,9148,43568204,410022,233345076
899222333444000677,899222333444000677,8992,2233,3444,0006,77,7124,82242356,4086,27824273,410022,233345077
899222333444000678,899222333444000678,8992,2233,3444,0006,78,7679,14692128,4615,89774366,410022,233345078
899222333444000679,899222333444000679,8992,2233,3444,0006,79,4267,62449873,2419,55141126,410022,233345079
899222333444000680,899222333444000680,8992,2233,3444,0006,80,2578,13084687,1926,40434670,410022,233345080
899222333444000681,899222333444000681,8992,2233,3444,0006,81,9295,44663405,2742,70443078,410022,233345081
899222333444000682,899222333444000682,8992,2233,3444,0006,82,3328,35749336,7554,76019982,410022,233345082
899222333444000683,899222333444000683,8992,2233,3444,0006,83,4291,29659514,7766,46603209,410022,233345083
899222333444000684,899222333444000684,8992,2233,3444,0006,84,4095,34092262,8129,43940815,410022,233345084
899222333444000685,899222333444000685,8992,2233,3444,0006,85,4522,32832187,1216,46015270,410022,233345085
899222333444000686,899222333444000686,8992,2233,3444,0006,86,9569,26911474,6042,54280269,410022,233345086
899222333444000687,899222333444000687,8992,2233,3444,0006,87,6908,52064018,1216,72024988,410022,233345087
899222333444000688,899222333444000688,8992,2233,3444,0006,88,7845,80422943,3989,87519219,410022,233345088
899222333444000689,899222333444000689,8992,2233,3444,0006,89,9510,85917517,4091,10007001,410022,233345089
899222333444000690,899222333444000690,8992,2233,3444,0006,90,3454,96927432,9468,57519375,410022,233345090
899222333444000691,899222333444000691,8992,2233,3444,0006,91,1303,18693303,8219,37335953,410022,233345091
899222333444000692,899222333444000692,8992,2233,3444,0006,92,4313,62893828,6955,66945645,410022,233345092
899222333444000693,899222333444000693,8992,2233,3444,0006,93,1835,19011794,9007,22141591,410022,233345093
899222333444000694,899222333444000694,8992,2233,3444,0006,94,9213,17710540,7544,52761927,410022,233345094
899222333444000695,899222333444000695,8992,2233,3444,0006,95,5180,54553981,1079,67315310,410022,233345095
899222333444000696,899222333444000696,8992,2233,3444,0006,96,1652,31871764,3783,61557251,410022,233345096
899222333444000697,899222333444000697,8992,2233,3444,0006,97,9715,57496363,1614,41028067,410022,233345097
899222333444000698,899222333444000698,8992,2233,3444,0006,98,7792,52713605,4362,42545773,410022,233345098
899222333444000699,899222333444000699,8992,2233,3444,0006,99,1311,89577891,4308,64397957,410022,233345099
899222333444000700,899222333444000700,8992,2233,3444,0007,00,2936,31030474,1589,81388891,410022,233345100
899222333444000701,899222333444000701,8992,2233,3444,0007,01,5831,69978222,6413,98762920,410022,233345101
899222333444000702,899222333444000702,8992,2233,3444,0007,02,4560,35829255,7140,45719706,410022,233345102
899222333444000703,899222333444000703,8992,2233,3444,0007,03,8109,16395052,6112,13356459,410022,233345103
899222333444000704,899222333444000704,8992,2233,3444,0007,04,3002,82826555,2502,41685854,410022,233345104
899222333444000705,899222333444000705,8992,2233,3444,0007,05,6247,46131037,4963,32809079,410022,233345105
899222333444000706,899222333444000706,8992,2233,3444,0007,06,7235,42805726,8677,35724233,410022,233345106
899222333444000707,899222333444000707,8992,2233,3444,0007,07,8467,53091860,3987,74881125,410022,233345107
899222333444000708,899222333444000708,8992,2233,3444,0007,08,9347,46241607,4813,56543122,410022,233345108
899222333444000709,899222333444000709,8992,2233,3444,0007,09,5413,83106150,2845,99572773,410022,233345109
899222333444000710,899222333444000710,8992,2233,3444,0007,10,1862,34273663,9759,74093896,410022,233345110
899222333444000711,899222333444000711,8992,2233,3444,0007,11,1952,50954988,4367,20713823,410022,233345111
899222333444000712,899222333444000712,8992,2233,3444,0007,12,9186,13885519,7933,48286275,410022,233345112
899222333444000713,899222333444000713,8992,2233,3444,0007,13,7826,42712545,8668,72431749,410022,233345113
899222333444000714,899222333444000714,8992,2233,3444,0007,14,2015,89298455,7644,26865694,410022,233345114
899222333444000715,899222333444000715,8992,2233,3444,0007,15,8851,15899776,5432,48719589,410022,233345115
899222333444000716,899222333444000716,8992,2233,3444,0007,16,5901,74743849,5116,54774095,410022,233345116
899222333444000717,899222333444000717,8992,2233,3444,0007,17,2784,59718582,8131,28263236,410022,233345117
899222333444000718,899222333444000718,8992,2233,3444,0007,18,7521,91476404,4394,44826939,410022,233345118
899222333444000719,899222333444000719,8992,2233,3444,0007,19,1631,61351147,8562,39561469,410022,233345119
899222333444000720,899222333444000720,8992,2233,3444,0007,20,5112,93327469,3308,96737559,410022,233345120
899222333444000721,899222333444000721,8992,2233,3444,0007,21,8914,20576680,6157,11796187,410022,233345121
899222333444000722,899222333444000722,8992,2233,3444,0007,22,8003,71793595,7908,80619142,410022,233345122
899222333444000723,899222333444000723,8992,2233,3444,0007,23,1147,49040953,4103,30897945,410022,233345123
899222333444000724,899222333444000724,8992,2233,3444,0007,24,3065,15279183,4223,81547697,410022,233345124
899222333444000725,899222333444000725,8992,2233,3444,0007,25,6345,80781681,5143,54601989,410022,233345125
899222333444000726,899222333444000726,8992,2233,3444,0007,26,5862,54527782,5630,16453890,410022,233345126
899222333444000727,899222333444000727,8992,2233,3444,0007,27,8848,80534762,1917,95274027,410022,233345127
899222333444000728,899222333444000728,8992,2233,3444,0007,28,3287,77702424,1409,57320107,410022,233345128
899222333444000729,899222333444000729,8992,2233,3444,0007,29,9806,91612478,6658,92500160,410022,233345129
899222333444000730,899222333444000730,8992,2233,3444,0007,30,8876,53465029,4916,45643671,410022,233345130
899222333444000731,899222333444000731,8992,2233,3444,0007,31,8417,84047929,4281,45985763,410022,233345131
899222333444000732,899222333444000732,8992,2233,3444,0007,32,9855,72495308,9220,10224532,410022,233345132
899222333444000733,899222333444000733,8992,2233,3444,0007,33,2559,80309051,2485,13829545,410022,233345133
899222333444000734,899222333444000734,8992,2233,3444,0007,34,4595,36623082,4869,87263589,410022,233345134
899222333444000735,899222333444000735,8992,2233,3444,0007,35,1745,76084364,7300,36970609,410022,233345135
899222333444000736,899222333444000736,8992,2233,3444,0007,36,2831,16031415,5001,92404898,410022,233345136
899222333444000737,899222333444000737,8992,2233,3444,0007,37,9788,77707151,1485,88387988,410022,233345137
899222333444000738,899222333444000738,8992,2233,3444,0007,38,7049,99064108,8560,57763469,410022,233345138
899222333444000739,899222333444000739,8992,2233,3444,0007,39,5870,26314732,2355,10162708,410022,233345139
899222333444000740,899222333444000740,8992,2233,3444,0007,40,3682,16554056,8054,72811060,410022,233345140
899222333444000741,899222333444000741,8992,2233,3444,0007,41,6647,70475500,3074,33201127,410022,233345141
899222333444000742,899222333444000742,8992,2233,3444,0007,42,3780,98146309,5649,41895746,410022,233345142
899222333444000743,899222333444000743,8992,2233,3444,0007,43,6984,52695563,3810,47046667,410022,233345143
899222333444000744,899222333444000744,8992,2233,3444,0007,44,5574,83756906,8582,11495973,410022,233345144
899222333444000745,899222333444000745,8992,2233,3444,0007,45,7970,64674743,4814,42985921,410022,233345145
899222333444000746,899222333444000746,8992,2233,3444,0007,46,7538,15106907,5163,50419569,410022,233345146
899222333444000747,899222333444000747,8992,2233,3444,0007,47,3055,95101367,3092,14331628,410022,233345147
899222333444000748,899222333444000748,8992,2233,3444,0007,48,6740,10448974,9280,37068625,410022,233345148
899222333444000749,899222333444000749,8992,2233,3444,0007,49,2329,83086772,6993,89037458,410022,233345149
899222333444000750,899222333444000750,8992,2233,3444,0007,50,5272,11145814,8937,88148512,410022,233345150
899222333444000751,899222333444000751,8992,2233,3444,0007,51,6950,95193448,2310,33410030,410022,233345151
899222333444000752,899222333444000752,8992,2233,3444,0007,52,1528,37397935,9949,68447626,410022,233345152
899222333444000753,899222333444000753,8992,2233,3444,0007,53,2430,94883386,3031,12638462,410022,233345153
899222333444000754,899222333444000754,8992,2233,3444,0007,54,1606,69504239,4926,64373052,410022,233345154
899222333444000755,899222333444000755,8992,2233,3444,0007,55,3509,33544641,1031,65047145,410022,233345155
899222333444000756,899222333444000756,8992,2233,3444,0007,56,2104,89071154,4749,61998859,410022,233345156
899222333444000757,899222333444000757,8992,2233,3444,0007,57,2816,57949952,1517,45040839,410022,233345157
899222333444000758,899222333444000758,8992,2233,3444,0007,58,1500,96268908,2457,71850056,410022,233345158
899222333444000759,899222333444000759,8992,2233,3444,0007,59,5529,46183644,3916,74639654,410022,233345159
899222333444000760,899222333444000760,8992,2233,3444,0007,60,3137,52112475,4418,60462508,410022,233345160
899222333444000761,899222333444000761,8992,2233,3444,0007,61,2400,70017108,4939,46149240,410022,233345161
899222333444000762,899222333444000762,8992,2233,3444,0007,62,7688,22233092,9815,80545377,410022,233345162
899222333444000763,899222333444000763,8992,2233,3444,0007,63,9237,10732048,9691,12377747,410022,233345163
899222333444000764,899222333444000764,8992,2233,3444,0007,64,3393,70185233,6626,43671757,410022,233345164
899222333444000765,899222333444000765,8992,2233,3444,0007,65,8527,60784492,6393,61111457,410022,233345165
899222333444000766,899222333444000766,8992,2233,3444,0007,66,6618,37467832,4806,23515786,410022,233345166
899222333444000767,899222333444000767,8992,2233,3444,0007,67,8732,89802070,8781,22233242,410022,233345167
899222333444000768,899222333444000768,8992,2233,3444,0007,68,9031,36942826,2675,98346567,410022,233345168
899222333444000769,899222333444000769,8992,2233,3444,0007,69,4876,18767677,1038,44084955,410022,233345169
899222333444000770,899222333444000770,8992,2233,3444,0007,70,4310,45984453,3291,76120770,410022,233345170
899222333444000771,899222333444000771,8992,2233,3444,0007,71,3308,88352222,9941,27119151,410022,233345171
899222333444000772,899222333444000772,8992,2233,3444,0007,72,2907,71020993,7807,85324095,410022,233345172
899222333444000773,899222333444000773,8992,2233,3444,0007,73,7362,58782678,4640,52808348,410022,233345173
899222333444000774,899222333444000774,8992,2233,3444,0007,74,8522,98237836,6369,99754238,410022,233345174
899222333444000775,899222333444000775,8992,2233,3444,0007,75,5507,98360550,5614,73875736,410022,233345175
899222333444000776,899222333444000776,8992,2233,3444,0007,76,1443,15875150,3476,21990512,410022,233345176
899222333444000777,899222333444000777,8992,2233,3444,0007,77,5470,96088173,6908,69937576,410022,233345177
899222333444000778,899222333444000778,8992,2233,3444,0007,78,9429,47491072,8958,80010394,410022,233345178
899222333444000779,899222333444000779,8992,2233,3444,0007,79,1202,16644607,5251,84829919,410022,233345179
899222333444000780,899222333444000780,8992,2233,3444,0007,80,6402,57631169,8160,17830170,410022,233345180
899222333444000781,899222333444000781,8992,2233,3444,0007,81,3472,63691493,3947,22737446,410022,233345181
899222333444000782,899222333444000782,8992,2233,3444,0007,82,3369,24033073,7210,10116777,410022,233345182
899222333444000783,899222333444000783,8992,2233,3444,0007,83,6439,91002018,4262,54938199,410022,233345183
899222333444000784,899222333444000784,8992,2233,3444,0007,84,3613,34153798,9102,97283632,410022,233345184
899222333444000785,899222333444000785,8992,2233,3444,0007,85,1753,75420641,6004,81947295,410022,233345185
899222333444000786,899222333444000786,8992,2233,3444,0007,86,3829,22896674,6533,94396387,410022,233345186
899222333444000787,899222333444000787,8992,2233,3444,0007,87,3005,25749095,6447,43865045,410022,233345187
899222333444000788,899222333444000788,8992,2233,3444,0007,88,5207,36306458,5066,38975081,410022,233345188
899222333444000789,899222333444000789,8992,2233,3444,0007,89,5969,10979008,9642,39806239,410022,233345189
899222333444000790,899222333444000790,8992,2233,3444,0007,90,2539,12309514,1271,47183815,410022,233345190
899222333444000791,899222333444000791,8992,2233,3444,0007,91,6947,52362084,2445,62388362,410022,233345191
899222333444000792,899222333444000792,8992,2233,3444,0007,92,1472,24901286,6450,25534132,410022,233345192
899222333444000793,899222333444000793,8992,2233,3444,0007,93,5810,88311466,7236,92415653,410022,233345193
899222333444000794,899222333444000794,8992,2233,3444,0007,94,6048,95980390,5876,30287741,410022,233345194
899222333444000795,899222333444000795,8992,2233,3444,0007,95,4768,72463768,7704,29595823,410022,233345195
899222333444000796,899222333444000796,8992,2233,3444,0007,96,7691,48042148,9543,80664007,410022,233345196
899222333444000797,899222333444000797,8992,2233,3444,0007,97,2014,53681104,2699,17001807,410022,233345197
899222333444000798,899222333444000798,8992,2233,3444,0007,98,7833,67395679,1063,38553718,410022,233345198
899222333444000799,899222333444000799,8992,2233,3444,0007,99,1169,47129834,8020,48937136,410022,233345199
899222333444000800,899222333444000800,8992,2233,3444,0008,00,6872,71477853,4233,18329454,410022,233345200
899222333444000801,899222333444000801,8992,2233,3444,0008,01,8529,64257142,7544,18660067,410022,233345201
899222333444000802,899222333444000802,8992,2233,3444,0008,02,3836,78214639,3006,62715276,410022,233345202
899222333444000803,899222333444000803,8992,2233,3444,0008,03,5392,43328780,6484,44264370,410022,233345203
899222333444000804,899222333444000804,8992,2233,3444,0008,04,1971,51073283,9789,38749089,410022,233345204
899222333444000805,899222333444000805,8992,2233,3444,0008,05,7896,54859020,9784,13008458,410022,233345205
899222333444000806,899222333444000806,8992,2233,3444,0008,06,6590,56631275,6060,36406787,410022,233345206
899222333444000807,899222333444000807,8992,2233,3444,0008,07,3679,21784660,8211,64836311,410022,233345207
899222333444000808,899222333444000808,8992,2233,3444,0008,08,3795,35535422,9425,31416900,410022,233345208
899222333444000809,899222333444000809,8992,2233,3444,0008,09,3679,96094089,9836,59624024,410022,233345209
899222333444000810,899222333444000810,8992,2233,3444,0008,10,3039,80310474,8665,74294516,410022,233345210
899222333444000811,899222333444000811,8992,2233,3444,0008,11,9108,96318111,8854,59660017,410022,233345211
899222333444000812,899222333444000812,8992,2233,3444,0008,12,8769,83652452,3593,68790590,410022,233345212
899222333444000813,899222333444000813,8992,2233,3444,0008,13,2801,98876809,8345,11279490,410022,233345213
899222333444000814,899222333444000814,8992,2233,3444,0008,14,7561,89862686,1402,75828177,410022,233345214
899222333444000815,899222333444000815,8992,2233,3444,0008,15,7468,16459051,1026,32537012,410022,233345215
899222333444000816,899222333444000816,8992,2233,3444,0008,16,6530,13138405,5788,64367085,410022,233345216
899222333444000817,899222333444000817,8992,2233,3444,0008,17,6817,96374362,2475,29263381,410022,233345217
899222333444000818,899222333444000818,8992,2233,3444,0008,18,8364,79549921,8516,71966797,410022,233345218
899222333444000819,899222333444000819,8992,2233,3444,0008,19,3216,95222037,8278,43596517,410022,233345219
899222333444000820,899222333444000820,8992,2233,3444,0008,20,5178,37449676,3897,24328649,410022,233345220
899222333444000821,899222333444000821,8992,2233,3444,0008,21,7424,22069527,7749,66617457,410022,233345221
899222333444000822,899222333444000822,8992,2233,3444,0008,22,6083,94795662,1643,20211999,410022,233345222
899222333444000823,899222333444000823,8992,2233,3444,0008,23,2953,17053803,2163,14069049,410022,233345223
899222333444000824,899222333444000824,8992,2233,3444,0008,24,2970,20583129,8387,30026952,410022,233345224
899222333444000825,899222333444000825,8992,2233,3444,0008,25,1938,97475671,9333,95336876,410022,233345225
899222333444000826,899222333444000826,8992,2233,3444,0008,26,3572,25370511,4450,56288185,410022,233345226
899222333444000827,899222333444000827,8992,2233,3444,0008,27,2859,69338002,7617,62640621,410022,233345227
899222333444000828,899222333444000828,8992,2233,3444,0008,28,5607,78600160,1583,83170448,410022,233345228
899222333444000829,899222333444000829,8992,2233,3444,0008,29,2220,57364518,1179,63297448,410022,233345229
899222333444000830,899222333444000830,8992,2233,3444,0008,30,7603,28497766,2291,40029519,410022,233345230
899222333444000831,899222333444000831,8992,2233,3444,0008,31,7312,70072264,1412,44145488,410022,233345231
899222333444000832,899222333444000832,8992,2233,3444,0008,32,4252,73010656,7081,55209099,410022,233345232
899222333444000833,899222333444000833,8992,2233,3444,0008,33,8268,41721080,8152,15128458,410022,233345233
899222333444000834,899222333444000834,8992,2233,3444,0008,34,9946,25645132,1024,65576501,410022,233345234
899222333444000835,899222333444000835,8992,2233,3444,0008,35,7944,53254978,9621,41321417,410022,233345235
899222333444000836,899222333444000836,8992,2233,3444,0008,36,8596,89100573,1917,28357608,410022,233345236
899222333444000837,899222333444000837,8992,2233,3444,0008,37,2936,71975380,6357,41213035,410022,233345237
899222333444000838,899222333444000838,8992,2233,3444,0008,38,9917,91889667,7661,16461056,410022,233345238
899222333444000839,899222333444000839,8992,2233,3444,0008,39,5475,83492846,5550,39337895,410022,233345239
899222333444000840,899222333444000840,8992,2233,3444,0008,40,2203,85036255,5529,25038807,410022,233345240
899222333444000841,899222333444000841,8992,2233,3444,0008,41,2686,12243774,2868,17009383,410022,233345241
899222333444000842,899222333444000842,8992,2233,3444,0008,42,5408,55086484,6923,94190112,410022,233345242
899222333444000843,899222333444000843,8992,2233,3444,0008,43,3201,61525124,4243,96650243,410022,233345243
899222333444000844,899222333444000844,8992,2233,3444,0008,44,4593,33098259,6065,54955712,410022,233345244
899222333444000845,899222333444000845,8992,2233,3444,0008,45,4795,72845181,2321,27715189,410022,233345245
899222333444000846,899222333444000846,8992,2233,3444,0008,46,5270,86398625,7677,31182929,410022,233345246
899222333444000847,899222333444000847,8992,2233,3444,0008,47,1223,93729698,3120,26403980,410022,233345247
899222333444000848,899222333444000848,8992,2233,3444,0008,48,5432,87052035,6862,16662829,410022,233345248
899222333444000849,899222333444000849,8992,2233,3444,0008,49,1713,60340203,2875,74803270,410022,233345249
